Plot,ID,Subplot_Plant_Label,Visits_tot,homo_motif,hete_motif,Week
2,Brassicogethes_sp,D3 LEMA,2,33,0,17
2,Brassicogethes_sp,D4 LEMA,4,33,0,17
2,Brassicogethes_sp,D5 LEMA,2,33,0,17
2,Psilothrix_viridicoerulea,D5 LEMA,1,19,0,17
2,Brassicogethes_sp,D6 LEMA,1,33,0,17
2,Psilothrix_viridicoerulea,D6 LEMA,2,19,0,17
2,Brassicogethes_sp,E1 LEMA,4,33,0,17
2,Mordellidae,E1 LEMA,1,1,0,17
2,Brassicogethes_sp,E2 LEMA,4,33,0,17
2,Musca_sp,E2 LEMA,2,6,0,17
2,Psilothrix_viridicoerulea,E2 LEMA,1,19,0,17
2,Brassicogethes_sp,E3 LEMA,3,33,0,17
2,Brassicogethes_sp,E4 LEMA,6,33,0,17
2,Psilothrix_viridicoerulea,E4 LEMA,2,19,0,17
2,Brassicogethes_sp,E5 LEMA,2,33,0,17
2,Psilothrix_viridicoerulea,E5 LEMA,3,19,0,17
2,Brassicogethes_sp,E6 LEMA,1,33,0,17
2,Brassicogethes_sp,F1 LEMA,4,33,0,17
2,Cryptocephalus_sp,F1 LEMA,1,0,0,17
2,Oedemeridae,F1 LEMA,3,1,0,17
2,Sarcophaga_sp,F1 LEMA,2,2,0,17
2,Brassicogethes_sp,F2 LEMA,2,33,0,17
2,Brassicogethes_sp,F3 LEMA,3,33,0,17
2,Psilothrix_viridicoerulea,F3 LEMA,1,19,0,17
2,Brassicogethes_sp,F4 LEMA,4,33,0,17
2,Cerambycidae,F4 LEMA,1,0,0,17
2,Eristalis_sp,F4 LEMA,1,0,0,17
2,Musca_sp,F4 LEMA,3,6,0,17
2,Psilothrix_viridicoerulea,F4 LEMA,1,19,0,17
2,Brassicogethes_sp,F6 LEMA,1,33,0,17
2,Musca_sp,F6 LEMA,1,6,0,17
2,Psilothrix_viridicoerulea,F6 LEMA,1,19,0,17
3,Brassicogethes_sp,A1 LEMA,3,17,0,17
3,Psilothrix_viridicoerulea,A3 LEMA,3,12,0,17
3,Musca_sp,A4 CHMI,1,1,0,17
3,Brassicogethes_sp,A4 LEMA,4,17,0,17
3,Brassicogethes_sp,A5 LEMA,4,17,0,17
3,Brassicogethes_sp,A6 LEMA,2,17,0,17
3,Psilothrix_viridicoerulea,A6 LEMA,1,12,0,17
3,Psilothrix_viridicoerulea,B3 LEMA,1,12,0,17
3,Brassicogethes_sp,B4 LEMA,1,17,0,17
3,Brassicogethes_sp,B5 LEMA,1,17,0,17
3,Brassicogethes_sp,B6 LEMA,1,17,0,17
3,Psilothrix_viridicoerulea,B6 LEMA,3,12,0,17
3,Calliphoridae,C1 CHMI,5,0,0,17
3,Nemotelus_sp,C1 CHMI,1,1,0,17
3,Musca_sp,C2 CHMI,2,1,0,17
3,Anastoechus_sp,C2 LEMA,2,0,0,17
3,Psilothrix_viridicoerulea,C3 LEMA,1,12,0,17
3,Brassicogethes_sp,C4 LEMA,2,17,0,17
3,Cerambycidae,C4 LEMA,1,0,0,17
3,Elateridae,C4 LEMA,1,1,0,17
3,Psilothrix_viridicoerulea,C4 LEMA,1,12,0,17
3,Sarcophaga_sp,D1 CHFU,1,0,0,17
3,Brassicogethes_sp,D2 LEMA,2,17,0,17
3,Brassicogethes_sp,D3 LEMA,3,17,0,17
3,Psilothrix_viridicoerulea,D5 LEMA,1,12,0,17
3,Brassicogethes_sp,D6 LEMA,1,17,0,17
3,Psilothrix_viridicoerulea,E1 LEMA,3,12,0,17
3,Psilothrix_viridicoerulea,E4 LEMA,3,12,0,17
3,Brassicogethes_sp,E5 LEMA,1,17,0,17
3,Psilothrix_viridicoerulea,E5 LEMA,1,12,0,17
3,Brassicogethes_sp,F1 LEMA,3,17,0,17
3,Brassicogethes_sp,F2 LEMA,1,17,0,17
3,Elateridae,F2 LEMA,1,1,0,17
3,Psilothrix_viridicoerulea,F2 LEMA,2,12,0,17
3,Brassicogethes_sp,F3 LEMA,3,17,0,17
3,Psilothrix_viridicoerulea,F3 LEMA,1,12,0,17
3,Brassicogethes_sp,F4 LEMA,3,17,0,17
3,Brassicogethes_sp,F5 LEMA,1,17,0,17
3,Psilothrix_viridicoerulea,F5 LEMA,1,12,0,17
3,Nemotelus_sp,F6 CHMI,4,1,0,17
3,Brassicogethes_sp,F6 LEMA,1,17,0,17
4,Brassicogethes_sp,B2 LEMA,2,10,0,17
4,Elateridae,B2 LEMA,1,2,0,17
4,Brassicogethes_sp,B5 LEMA,2,10,0,17
4,Psilothrix_viridicoerulea,B5 LEMA,1,9,0,17
4,Brassicogethes_sp,C1 LEMA,3,10,0,17
4,Elateridae,C1 LEMA,1,2,0,17
4,Psilothrix_viridicoerulea,C2 LEMA,3,9,0,17
4,Brassicogethes_sp,C3 LEMA,4,10,0,17
4,Psilothrix_viridicoerulea,C3 LEMA,1,9,0,17
4,Brassicogethes_sp,C4 LEMA,3,10,0,17
4,Psilothrix_viridicoerulea,C4 LEMA,1,9,0,17
4,Brassicogethes_sp,C5 LEMA,1,10,0,17
4,Psilothrix_viridicoerulea,C5 LEMA,1,9,0,17
4,Brassicogethes_sp,D1 LEMA,3,10,0,17
4,Psilothrix_viridicoerulea,D1 LEMA,1,9,0,17
4,Brassicogethes_sp,E1 LEMA,1,10,0,17
4,Oedemeridae,E1 LEMA,2,1,0,17
4,Psilothrix_viridicoerulea,E1 LEMA,2,9,0,17
4,Psilothrix_viridicoerulea,E2 LEMA,1,9,0,17
4,Elateridae,E3 LEMA,1,2,0,17
4,Brassicogethes_sp,E5 LEMA,5,10,0,17
4,Psilothrix_viridicoerulea,E5 LEMA,1,9,0,17
4,Psilothrix_viridicoerulea,F1 LEMA,2,9,0,17
4,Brassicogethes_sp,F2 LEMA,1,10,0,17
4,Oedemeridae,F2 LEMA,1,1,0,17
4,Brassicogethes_sp,F4 LEMA,3,10,0,17
5,Psilothrix_viridicoerulea,A6 LEMA,5,11,0,17
5,Psilothrix_viridicoerulea,B4 LEMA,1,11,0,17
5,Brassicogethes_sp,B5 LEMA,1,11,0,17
5,Musca_sp,B5 LEMA,1,0,0,17
5,Psilothrix_viridicoerulea,B5 LEMA,2,11,0,17
5,Psilothrix_viridicoerulea,B6 LEMA,1,11,0,17
5,Brassicogethes_sp,C2 LEMA,1,11,0,17
5,Brassicogethes_sp,C4 LEMA,2,11,0,17
5,Psilothrix_viridicoerulea,C6 LEMA,1,11,0,17
5,Psilothrix_viridicoerulea,D1 LEMA,1,11,0,17
5,Brassicogethes_sp,D2 LEMA,1,11,0,17
5,Psilothrix_viridicoerulea,D2 LEMA,3,11,0,17
5,Brassicogethes_sp,D5 LEMA,2,11,0,17
5,Brassicogethes_sp,E1 LEMA,4,11,0,17
5,Elateridae,E1 LEMA,1,0,0,17
5,Psilothrix_viridicoerulea,E1 LEMA,2,11,0,17
5,Brassicogethes_sp,F1 LEMA,2,11,0,17
5,Brassicogethes_sp,F2 LEMA,6,11,0,17
5,Psilothrix_viridicoerulea,F2 LEMA,1,11,0,17
5,Brassicogethes_sp,F3 LEMA,3,11,0,17
5,Psilothrix_viridicoerulea,F3 LEMA,1,11,0,17
5,Brassicogethes_sp,F4 LEMA,4,11,0,17
5,Psilothrix_viridicoerulea,F4 LEMA,1,11,0,17
5,Brassicogethes_sp,F5 LEMA,2,11,0,17
5,Brassicogethes_sp,F6 LEMA,2,11,0,17
5,Psilothrix_viridicoerulea,F6 LEMA,1,11,0,17
6,Brassicogethes_sp,A3 LEMA,1,6,0,17
6,Psilothrix_viridicoerulea,A3 LEMA,1,4,0,17
6,Psilothrix_viridicoerulea,A5 LEMA,2,4,0,17
6,Brassicogethes_sp,C2 LEMA,2,6,0,17
6,Psilothrix_viridicoerulea,C2 LEMA,1,4,0,17
6,Psilothrix_viridicoerulea,C3 LEMA,1,4,0,17
6,Brassicogethes_sp,C6 LEMA,2,6,0,17
6,Brassicogethes_sp,E6 LEMA,6,6,0,17
6,Musca_sp,E6 LEMA,1,0,0,17
6,Oedemeridae,E6 LEMA,1,0,0,17
6,Psilothrix_viridicoerulea,E6 LEMA,2,4,0,17
6,Brassicogethes_sp,F4 LEMA,1,6,0,17
6,Brassicogethes_sp,F5 LEMA,1,6,0,17
6,Brassicogethes_sp,F6 LEMA,1,6,0,17
7,Brassicogethes_sp,A2 LEMA,4,16,0,17
7,Psilothrix_viridicoerulea,A5 LEMA,2,6,0,17
7,Brassicogethes_sp,A6 LEMA,1,16,0,17
7,Cryptocephalus_sp,A6 LEMA,1,0,0,17
7,Psilothrix_viridicoerulea,B1 LEMA,1,6,0,17
7,Brassicogethes_sp,B2 LEMA,1,16,0,17
7,Brassicogethes_sp,B4 LEMA,1,16,0,17
7,Brassicogethes_sp,B5 LEMA,3,16,0,17
7,Brassicogethes_sp,C1 LEMA,1,16,0,17
7,Brassicogethes_sp,C3 LEMA,1,16,0,17
7,Psilothrix_viridicoerulea,C4 LEMA,1,6,0,17
7,Brassicogethes_sp,C5 LEMA,1,16,0,17
7,Brassicogethes_sp,C6 LEMA,6,16,0,17
7,Brassicogethes_sp,D1 LEMA,2,16,0,17
7,Brassicogethes_sp,D6 LEMA,4,16,0,17
7,Brassicogethes_sp,E1 LEMA,2,16,0,17
7,Brassicogethes_sp,E4 LEMA,2,16,0,17
7,Psilothrix_viridicoerulea,E4 LEMA,1,6,0,17
7,Episyrphus_balteatus,E6 BEMA,2,0,0,17
7,Brassicogethes_sp,E6 LEMA,4,16,0,17
7,Lasioglossum_sp,F1 SPRU,1,0,0,17
7,Psilothrix_viridicoerulea,F2 LEMA,1,6,0,17
7,Brassicogethes_sp,F3 LEMA,2,16,0,17
7,Psilothrix_viridicoerulea,F3 LEMA,1,6,0,17
7,Brassicogethes_sp,F4 LEMA,1,16,0,17
7,Psilothrix_viridicoerulea,F4 LEMA,1,6,0,17
7,Brassicogethes_sp,F5 LEMA,4,16,0,17
8,Brassicogethes_sp,A5 LEMA,2,15,0,17
8,Brassicogethes_sp,A6 LEMA,1,15,0,17
8,Brassicogethes_sp,B2 LEMA,3,15,0,17
8,Psilothrix_viridicoerulea,B2 LEMA,2,8,0,17
8,Psilothrix_viridicoerulea,B3 LEMA,2,8,0,17
8,Brassicogethes_sp,B4 LEMA,4,15,0,17
8,Brassicogethes_sp,B5 LEMA,2,15,0,17
8,Cryptocephalus_sp,B5 LEMA,1,0,0,17
8,Brassicogethes_sp,B6 LEMA,7,15,0,17
8,Psilothrix_viridicoerulea,B6 LEMA,1,8,0,17
8,Brassicogethes_sp,C1 LEMA,2,15,0,17
8,Brassicogethes_sp,C2 LEMA,1,15,0,17
8,Psilothrix_viridicoerulea,C3 LEMA,1,8,0,17
8,Brassicogethes_sp,C4 LEMA,3,15,0,17
8,Psilothrix_viridicoerulea,C4 LEMA,1,8,0,17
8,Brassicogethes_sp,C5 LEMA,2,15,0,17
8,Brassicogethes_sp,D4 LEMA,2,15,0,17
8,Brassicogethes_sp,E1 LEMA,1,15,0,17
8,Lomatia_sp,E3 BEMA,6,0,2,17
8,Lomatia_sp,E3 LEMA,2,1,1,17
8,Psilothrix_viridicoerulea,E3 LEMA,1,8,0,17
8,Brassicogethes_sp,E4 LEMA,3,15,0,17
8,Lomatia_sp,E4 LEMA,1,1,1,17
8,Psilothrix_viridicoerulea,E5 LEMA,1,8,0,17
8,Ulidiidae,F1 CHFU,1,0,0,17
8,Psilothrix_viridicoerulea,F1 LEMA,2,8,0,17
8,Brassicogethes_sp,F2 LEMA,1,15,0,17
8,Brassicogethes_sp,F3 LEMA,1,15,0,17
8,Brassicogethes_sp,F6 LEMA,4,15,0,17
8,Psilothrix_viridicoerulea,F6 LEMA,1,8,0,17
9,Mordellidae,A2 LEMA,1,3,1,17
9,Brassicogethes_sp,A3 LEMA,2,16,0,17
9,Psilothrix_viridicoerulea,A3 LEMA,1,8,0,17
9,Brassicogethes_sp,A4 LEMA,2,16,0,17
9,Mordellidae,B1 CHFU,1,0,4,17
9,Cryptocephalus_sp,B1 LEMA,1,0,0,17
9,Brassicogethes_sp,B2 LEMA,2,16,0,17
9,Mordellidae,B2 LEMA,1,3,1,17
9,Psilothrix_viridicoerulea,B2 LEMA,1,8,0,17
9,Brassicogethes_sp,B3 LEMA,1,16,0,17
9,Psilothrix_viridicoerulea,B3 LEMA,2,8,0,17
9,Brassicogethes_sp,B4 LEMA,6,16,0,17
9,Mordellidae,B4 LEMA,1,3,1,17
9,Andrena_sp,B5 LEMA,1,0,0,17
9,Brassicogethes_sp,B5 LEMA,2,16,0,17
9,Brassicogethes_sp,C1 LEMA,3,16,0,17
9,Lagorina_sericea,C1 LEMA,1,0,0,17
9,Psilothrix_viridicoerulea,C1 LEMA,1,8,0,17
9,Brassicogethes_sp,C4 LEMA,4,16,0,17
9,Psilothrix_viridicoerulea,C4 LEMA,2,8,0,17
9,Brassicogethes_sp,C5 LEMA,2,16,0,17
9,Psilothrix_viridicoerulea,C5 LEMA,2,8,0,17
9,Psilothrix_viridicoerulea,C6 LEMA,2,8,0,17
9,Brassicogethes_sp,D1 LEMA,1,16,0,17
9,Psilothrix_viridicoerulea,D1 LEMA,1,8,0,17
9,Brassicogethes_sp,D2 LEMA,2,16,0,17
9,Brassicogethes_sp,D3 LEMA,5,16,0,17
9,Brassicogethes_sp,D6 LEMA,1,16,0,17
9,Brassicogethes_sp,E3 LEMA,2,16,0,17
9,Mordellidae,E3 LEMA,1,3,1,17
9,Brassicogethes_sp,E4 LEMA,1,16,0,17
9,Psilothrix_viridicoerulea,E4 LEMA,1,8,0,17
9,Brassicogethes_sp,E6 LEMA,6,16,0,17
9,Brassicogethes_sp,F6 LEMA,2,16,0,17
1,Brassicogethes_sp,A3 LEMA,1,28,0,19
1,Brassicogethes_sp,A4 LEMA,3,28,0,19
1,Brassicogethes_sp,A5 LEMA,4,28,0,19
1,Brassicogethes_sp,A6 LEMA,2,28,0,19
1,Brassicogethes_sp,B1 LEMA,2,28,0,19
1,Psilothrix_viridicoerulea,B1 LEMA,1,2,0,19
1,Brassicogethes_sp,B2 LEMA,2,28,0,19
1,Brassicogethes_sp,B3 LEMA,1,28,0,19
1,Brassicogethes_sp,B4 LEMA,1,28,0,19
1,Brassicogethes_sp,B5 LEMA,1,28,0,19
1,Brassicogethes_sp,B6 LEMA,2,28,0,19
1,Brassicogethes_sp,C2 LEMA,2,28,0,19
1,Brassicogethes_sp,C3 LEMA,3,28,0,19
1,Brassicogethes_sp,C4 LEMA,4,28,0,19
1,Brassicogethes_sp,C5 LEMA,1,28,0,19
1,Brassicogethes_sp,C6 LEMA,2,28,0,19
1,Brassicogethes_sp,D2 LEMA,2,28,0,19
1,Brassicogethes_sp,D3 LEMA,2,28,0,19
1,Brassicogethes_sp,D4 LEMA,2,28,0,19
1,Geometridae,D4 LEMA,1,0,0,19
1,Psilothrix_viridicoerulea,D4 LEMA,1,2,0,19
1,Brassicogethes_sp,D5 LEMA,2,28,0,19
1,Brassicogethes_sp,D6 LEMA,2,28,0,19
1,Brassicogethes_sp,E1 LEMA,1,28,0,19
1,Brassicogethes_sp,E2 LEMA,4,28,0,19
1,Brassicogethes_sp,E3 LEMA,3,28,0,19
1,Brassicogethes_sp,E4 LEMA,2,28,0,19
1,Brassicogethes_sp,E5 LEMA,1,28,0,19
1,Brassicogethes_sp,F1 LEMA,1,28,0,19
1,Brassicogethes_sp,F2 LEMA,4,28,0,19
1,Psilothrix_viridicoerulea,F3 LEMA,1,2,0,19
1,Brassicogethes_sp,F4 LEMA,1,28,0,19
1,Brassicogethes_sp,F5 LEMA,1,28,0,19
2,Braconidae,A3 LEMA,1,0,0,19
2,Brassicogethes_sp,B2 LEMA,2,15,0,19
2,Brassicogethes_sp,B3 LEMA,2,15,0,19
2,Brassicogethes_sp,C2 LEMA,1,15,0,19
2,Brassicogethes_sp,C3 LEMA,2,15,0,19
2,Brassicogethes_sp,D2 LEMA,1,15,0,19
2,Psilothrix_viridicoerulea,D2 LEMA,1,4,0,19
2,Brassicogethes_sp,D3 LEMA,2,15,0,19
2,Brassicogethes_sp,D5 LEMA,1,15,0,19
2,Andrena_sp,D6 LEMA,2,0,0,19
2,Brassicogethes_sp,D6 LEMA,1,15,0,19
2,Brassicogethes_sp,E1 LEMA,2,15,0,19
2,Psilothrix_viridicoerulea,E2 LEMA,1,4,0,19
2,Sphaerophoria_scripta,E2 LEMA,1,1,0,19
2,Brassicogethes_sp,E3 LEMA,2,15,0,19
2,Psilothrix_viridicoerulea,E3 LEMA,1,4,0,19
2,Sphaerophoria_scripta,E3 LEMA,1,1,0,19
2,Brassicogethes_sp,E5 LEMA,1,15,0,19
2,Brassicogethes_sp,E6 LEMA,1,15,0,19
2,Mordellidae,E6 LEMA,1,0,0,19
2,Brassicogethes_sp,F2 LEMA,1,15,0,19
2,Brassicogethes_sp,F3 LEMA,1,15,0,19
2,Brassicogethes_sp,F4 LEMA,1,15,0,19
2,Psilothrix_viridicoerulea,F4 LEMA,1,4,0,19
2,Brassicogethes_sp,F5 LEMA,2,15,0,19
2,Psilothrix_viridicoerulea,F5 LEMA,1,4,0,19
3,Brassicogethes_sp,A1 LEMA,1,12,0,19
3,Psilothrix_viridicoerulea,A1 LEMA,1,17,0,19
3,Brassicogethes_sp,A2 LEMA,2,12,0,19
3,Psilothrix_viridicoerulea,A2 LEMA,2,17,0,19
3,Brassicogethes_sp,A6 LEMA,1,12,0,19
3,Psilothrix_viridicoerulea,A6 LEMA,1,17,0,19
3,Psilothrix_viridicoerulea,B1 LEMA,1,17,0,19
3,Brassicogethes_sp,B2 LEMA,1,12,0,19
3,Psilothrix_viridicoerulea,B2 LEMA,1,17,0,19
3,Brassicogethes_sp,B3 LEMA,1,12,0,19
3,Brassicogethes_sp,B4 LEMA,2,12,0,19
3,Brassicogethes_sp,B5 LEMA,1,12,0,19
3,Malachius_bipustulatus,B5 LEMA,1,2,0,19
3,Psilothrix_viridicoerulea,C1 LEMA,1,17,0,19
3,Psilothrix_viridicoerulea,C2 LEMA,3,17,0,19
3,Brassicogethes_sp,C3 LEMA,1,12,0,19
3,Malachius_bipustulatus,C3 LEMA,1,2,0,19
3,Psilothrix_viridicoerulea,C3 LEMA,3,17,0,19
3,Psilothrix_viridicoerulea,C4 LEMA,1,17,0,19
3,Psilothrix_viridicoerulea,C5 LEMA,1,17,0,19
3,Psilothrix_viridicoerulea,D2 LEMA,1,17,0,19
3,Psilothrix_viridicoerulea,D3 LEMA,1,17,0,19
