year,plot,subplot,focal,fruit,seed
2019,4,E3,LEMA,12,576
2019,4,E3,PAIN,1,1
2019,4,E3,POMA,1,86
2019,4,E4,CHFU,2,168
2019,4,E4,HOMA,1,12
2019,4,E4,LEMA,3,144
2019,4,E4,PAIN,1,1
2019,4,E4,POMA,1,86
2019,4,E5,BEMA,5,20
2019,4,E5,CHFU,9,756
2019,4,E5,HOMA,1,12
2019,4,E5,LEMA,4,192
2019,4,E5,PAIN,1,1
2019,4,E5,POMA,1,86
2019,4,E6,CHFU,6,504
2019,4,E6,HOMA,1,12
2019,4,E6,LEMA,3,144
2019,4,E6,PAIN,1,1
2019,4,E6,POMA,1,86
2019,4,F1,CHFU,5,420
2019,4,F1,HOMA,1,12
2019,4,F1,LEMA,14,672
2019,4,F1,PLCO,1,22
2019,4,F1,POMA,1,86
2019,4,F2,CHFU,2,168
2019,4,F2,HOMA,1,12
2019,4,F2,LEMA,2,96
2019,4,F2,PAIN,1,1
2019,4,F2,POMA,1,86
2019,4,F3,CHFU,2,168
2019,4,F3,HOMA,1,12
2019,4,F3,LEMA,6,288
2019,4,F3,PAIN,1,1
2019,4,F3,POMA,1,86
2019,4,F4,CHFU,3,252
2019,4,F4,HOMA,1,12
2019,4,F4,LEMA,3,144
2019,4,F4,PAIN,1,1
2019,4,F4,PLCO,1,22
2019,4,F4,POMA,1,86
2019,4,F5,CHFU,2,168
2019,4,F5,HOMA,1,12
2019,4,F5,LEMA,3,144
2019,4,F5,PAIN,1,1
2019,4,F5,POMA,1,86
2019,4,F6,CHFU,4,336
2019,4,F6,HOMA,1,12
2019,4,F6,LEMA,9,432
2019,4,F6,MESU,210,420
2019,4,F6,MESU,220,440
2019,4,F6,MESU,240,480
2019,4,F6,PAIN,1,1
2019,4,F6,POMA,1,86
2019,5,A1,CHFU,9,756
2019,5,A1,HOMA,1,12
2019,5,A1,LEMA,2,96
2019,5,A1,PAIN,1,1
2019,5,A1,POMA,1,86
2019,5,A2,CHFU,14,1176
2019,5,A2,HOMA,1,12
2019,5,A2,LEMA,2,96
2019,5,A2,PAIN,1,1
2019,5,A2,POMA,1,86
2019,5,A2,SASO,5,10
2019,5,A3,CHFU,3,252
2019,5,A3,HOMA,1,12
2019,5,A3,LEMA,5,240
2019,5,A3,PAIN,1,1
2019,5,A3,POMA,1,86
2019,5,A4,CHFU,11,924
2019,5,A4,HOMA,1,12
2019,5,A4,LEMA,6,288
2019,5,A4,PAIN,1,1
2019,5,A4,POMA,1,86
2019,5,A4,SASO,5,10
2019,5,A5,CHFU,2,168
2019,5,A5,HOMA,1,12
2019,5,A5,LEMA,3,144
2019,5,A5,PAIN,1,1
2019,5,A5,POMA,1,86
2019,5,A5,SASO,10,20
2019,5,A6,CHFU,3,252
2019,5,A6,HOMA,1,12
2019,5,A6,LEMA,3,144
2019,5,A6,PAIN,1,1
2019,5,A6,POMA,1,86
2019,5,B1,CHFU,8,672
2019,5,B1,HOMA,1,12
2019,5,B1,LEMA,3,144
2019,5,B1,PAIN,1,1
2019,5,B1,POMA,1,86
2019,5,B2,CHFU,11,924
2019,5,B2,HOMA,1,12
2019,5,B2,LEMA,4,192
2019,5,B2,PAIN,1,1
2019,5,B2,POMA,1,86
2019,5,B2,SASO,5,10
2019,5,B3,CHFU,3,252
2019,5,B3,HOMA,1,12
2019,5,B3,LEMA,3,144
2019,5,B3,PAIN,1,1
2019,5,B3,POMA,1,86
2019,5,B4,CHFU,4,336
2019,5,B4,HOMA,1,12
2019,5,B4,LEMA,4,192
2019,5,B4,PAIN,1,1
2019,5,B5,CHFU,7,588
2019,5,B5,HOMA,1,12
2019,5,B5,LEMA,2,96
2019,5,B5,PAIN,1,1
2019,5,B5,SASO,15,30
2019,5,B6,CHFU,5,420
2019,5,B6,HOMA,1,12
2019,5,B6,LEMA,3,144
2019,5,B6,PAIN,1,1
2019,5,B6,POMA,1,86
2019,5,B6,SASO,20,40
2019,5,C1,CHFU,13,1092
2019,5,C1,HOMA,1,12
2019,5,C1,LEMA,3,144
2019,5,C1,PAIN,1,1
2019,5,C1,POMA,1,86
2019,5,C2,CHFU,9,756
2019,5,C2,HOMA,1,12
2019,5,C2,LEMA,4,192
2019,5,C2,PAIN,1,1
2019,5,C2,POMA,1,86
2019,5,C3,CHFU,5,420
2019,5,C3,HOMA,1,12
2019,5,C3,LEMA,3,144
2019,5,C3,PAIN,1,1
2019,5,C4,CHFU,1,84
2019,5,C4,HOMA,1,12
2019,5,C4,LEMA,2,96
2019,5,C4,PAIN,1,1
2019,5,C5,CHFU,2,168
2019,5,C5,HOMA,1,12
2019,5,C5,LEMA,2,96
2019,5,C5,PAIN,1,1
2019,5,C5,POMA,1,86
2019,5,C6,CHFU,3,252
2019,5,C6,HOMA,1,12
2019,5,C6,LEMA,3,144
2019,5,C6,PAIN,1,1
2019,5,C6,SASO,5,10
2019,5,D1,CHFU,6,504
2019,5,D1,HOMA,1,12
2019,5,D1,LEMA,3,144
2019,5,D1,PAIN,1,1
2019,5,D1,POMA,1,86
2019,5,D2,CHFU,15,1260
2019,5,D2,HOMA,1,12
2019,5,D2,LEMA,14,672
2019,5,D2,PAIN,1,1
2019,5,D2,POMA,1,86
2019,5,D3,CHFU,3,252
2019,5,D3,HOMA,1,12
2019,5,D3,LEMA,2,96
2019,5,D3,PAIN,1,1
2019,5,D4,CHFU,7,588
2019,5,D4,HOMA,1,12
2019,5,D4,LEMA,5,240
2019,5,D4,PAIN,1,1
2019,5,D5,CHFU,4,336
2019,5,D5,HOMA,1,12
2019,5,D5,LEMA,2,96
2019,5,D5,PAIN,1,1
2019,5,D5,POMA,1,86
2019,5,D6,CHFU,1,84
2019,5,D6,HOMA,1,12
2019,5,D6,LEMA,5,240
2019,5,D6,PAIN,1,1
2019,5,E1,CHFU,9,756
2019,5,E1,HOMA,1,12
2019,5,E1,LEMA,11,528
2019,5,E1,PAIN,1,1
2019,5,E1,POMA,1,86
2019,5,E2,CHFU,5,420
2019,5,E2,HOMA,1,12
2019,5,E2,LEMA,8,384
2019,5,E2,PAIN,1,1
2019,5,E2,POMA,1,86
2019,5,E3,CETE,7,2366
2019,5,E3,CHFU,7,588
2019,5,E3,HOMA,1,12
2019,5,E3,LEMA,5,240
2019,5,E3,PAIN,1,1
2019,5,E4,CHFU,7,588
2019,5,E4,HOMA,1,12
2019,5,E4,LEMA,5,240
2019,5,E4,PAIN,1,1
2019,5,E5,CHFU,4,336
2019,5,E5,HOMA,1,12
2019,5,E5,LEMA,6,288
2019,5,E5,PAIN,1,1
2019,5,E6,CHFU,1,84
2019,5,E6,HOMA,1,12
2019,5,E6,LEMA,4,192
2019,5,E6,PAIN,1,1
2019,5,F1,CHFU,4,336
2019,5,F1,HOMA,1,12
2019,5,F1,LEMA,3,144
2019,5,F1,PAIN,1,1
2019,5,F1,POMA,1,86
2019,5,F2,CHFU,9,756
2019,5,F2,HOMA,1,12
2019,5,F2,LEMA,5,240
2019,5,F2,MEEL,30,30
2019,5,F2,PAIN,1,1
2019,5,F2,POMA,1,86
2019,5,F3,CHFU,5,420
2019,5,F3,HOMA,1,12
2019,5,F3,LEMA,3,144
2019,5,F3,PAIN,1,1
2019,5,F3,POMA,1,86
2019,5,F3,SOAS,5,225
2019,5,F4,CHFU,11,924
2019,5,F4,HOMA,1,12
2019,5,F4,LEMA,10,480
2019,5,F4,PAIN,1,1
2019,5,F5,CHFU,5,420
2019,5,F5,HOMA,1,12
2019,5,F5,LEMA,9,432
2019,5,F5,PAIN,1,1
2019,5,F5,POMA,1,86
2019,5,F6,HOMA,1,12
2019,5,F6,LEMA,2,96
2019,5,F6,PAIN,1,1
2019,6,A1,CHFU,4,336
2019,6,A1,HOMA,1,12
2019,6,A1,PAIN,1,1
2019,6,A1,POMA,1,86
2019,6,A2,CHFU,3,252
2019,6,A2,HOMA,1,12
2019,6,A2,LEMA,2,96
2019,6,A2,PAIN,1,1
2019,6,A2,POMA,1,86
2019,6,A3,CHFU,3,252
2019,6,A3,HOMA,1,12
2019,6,A3,LEMA,1,48
2019,6,A3,PAIN,1,1
2019,6,A4,CHFU,2,168
2019,6,A4,HOMA,1,12
2019,6,A4,LEMA,1,48
2019,6,A4,PAIN,1,1
2019,6,A5,CHFU,3,252
2019,6,A5,HOMA,1,12
2019,6,A5,LEMA,2,96
2019,6,A5,PAIN,1,1
2019,6,A6,CHFU,2,168
2019,6,A6,HOMA,1,12
2019,6,A6,LEMA,2,96
2019,6,A6,PAIN,1,1
2019,6,B1,CHFU,4,336
2019,6,B1,HOMA,1,12
2019,6,B1,LEMA,3,144
2019,6,B1,PAIN,1,1
2019,6,B1,POMA,1,86
2019,6,B2,CHFU,2,168
2019,6,B2,HOMA,1,12
2019,6,B2,LEMA,2,96
2019,6,B2,PAIN,1,1
2019,6,B2,PLCO,1,22
2019,6,B2,POMA,1,86
2019,6,B3,CHFU,3,252
2019,6,B3,HOMA,1,12
2019,6,B3,LEMA,1,48
2019,6,B3,PAIN,1,1
2019,6,B4,CHFU,2,168
2019,6,B4,HOMA,1,12
2019,6,B4,LEMA,2,96
2019,6,B4,PAIN,1,1
2019,6,B5,CHFU,3,252
2019,6,B5,HOMA,1,12
2019,6,B5,LEMA,2,96
2019,6,B5,PAIN,1,1
2019,6,B6,CHFU,5,420
2019,6,B6,HOMA,1,12
2019,6,B6,LEMA,2,96
2019,6,B6,PAIN,1,1
2019,6,C1,CHFU,6,504
2019,6,C1,HOMA,1,12
2019,6,C1,LEMA,5,240
2019,6,C1,PAIN,1,1
2019,6,C1,POMA,1,86
2019,6,C2,CHFU,2,168
2019,6,C2,HOMA,1,12
2019,6,C2,LEMA,4,192
2019,6,C2,PAIN,1,1
2019,6,C2,PLCO,1,22
2019,6,C2,POMA,1,86
2019,6,C3,CHFU,3,252
2019,6,C3,HOMA,1,12
2019,6,C3,LEMA,4,192
2019,6,C3,PAIN,1,1
2019,6,C3,PLCO,1,22
2019,6,C3,POMA,1,86
2019,6,C4,CHFU,5,420
2019,6,C4,HOMA,1,12
2019,6,C4,LEMA,3,144
2019,6,C4,PAIN,1,1
2019,6,C5,CHFU,4,336
2019,6,C5,HOMA,1,12
2019,6,C5,LEMA,4,192
2019,6,C5,PAIN,1,1
2019,6,C5,POMA,1,86
2019,6,C6,CHFU,3,252
2019,6,C6,HOMA,1,12
2019,6,C6,LEMA,5,240
2019,6,C6,PAIN,1,1
2019,6,D1,CHFU,3,252
2019,6,D1,HOMA,1,12
2019,6,D1,LEMA,3,144
2019,6,D1,PAIN,1,1
2019,6,D1,POMA,1,86
2019,6,D2,CHFU,7,588
2019,6,D2,HOMA,1,12
2019,6,D2,LEMA,2,96
2019,6,D2,PAIN,1,1
2019,6,D2,POMA,1,86
2019,6,D3,CHFU,17,1428
2019,6,D3,HOMA,1,12
2019,6,D3,LEMA,3,144
2019,6,D3,PAIN,1,1
2019,6,D3,POMA,1,86
2019,6,D4,CHFU,8,672
2019,6,D4,HOMA,1,12
2019,6,D4,LEMA,4,192
2019,6,D4,PAIN,1,1
2019,6,D4,POMA,1,86
2019,6,D5,CHFU,5,420
2019,6,D5,HOMA,1,12
2019,6,D5,LEMA,1,48
2019,6,D5,PAIN,1,1
2019,6,D5,PLCO,1,22
2019,6,D5,POMA,1,86
2019,6,D6,CHFU,3,252
2019,6,D6,HOMA,1,12
2019,6,D6,LEMA,4,192
2019,6,D6,PAIN,1,1
2019,6,E1,CHFU,5,420
2019,6,E1,HOMA,1,12
2019,6,E1,LEMA,1,48
2019,6,E1,PAIN,1,1
2019,6,E1,PLCO,1,22
2019,6,E1,POMA,1,86
2019,6,E2,CHFU,5,420
2019,6,E2,HOMA,1,12
2019,6,E2,LEMA,4,192
2019,6,E2,PAIN,1,1
2019,6,E2,PLCO,1,22
2019,6,E2,POMA,1,86
2019,6,E3,CHFU,3,252
2019,6,E3,HOMA,1,12
2019,6,E3,LEMA,2,96
2019,6,E3,PAIN,1,1
2019,6,E3,POMA,1,86
2019,6,E4,CETE,4,1352
2019,6,E4,CHFU,10,840
2019,6,E4,HOMA,1,12
2019,6,E4,LEMA,2,96
2019,6,E4,PAIN,1,1
2019,6,E4,POMA,1,86
2019,6,E5,CHFU,2,168
2019,6,E5,HOMA,1,12
2019,6,E5,LEMA,1,48
2019,6,E5,PAIN,1,1
2019,6,E5,PLCO,1,22
2019,6,E5,POMA,1,86
2019,6,E5,SPRU,20,1680
2019,6,E6,CHFU,2,168
2019,6,E6,HOMA,1,12
2019,6,E6,LEMA,2,96
2019,6,E6,PAIN,1,1
2019,6,F1,CHFU,7,588
2019,6,F1,HOMA,1,12
2019,6,F1,LEMA,5,240
2019,6,F1,PAIN,1,1
2019,6,F1,PLCO,1,22
2019,6,F1,POMA,1,86
2019,6,F2,CHFU,6,504
2019,6,F2,HOMA,1,12
2019,6,F2,LEMA,3,144
2019,6,F2,PAIN,1,1
2019,6,F2,PLCO,1,22
2019,6,F2,POMA,1,86
2019,6,F3,CHFU,2,168
2019,6,F3,HOMA,1,12
2019,6,F3,LEMA,5,240
2019,6,F3,PAIN,1,1
2019,6,F3,POMA,1,86
2019,6,F4,CHFU,3,252
2019,6,F4,HOMA,1,12
2019,6,F4,LEMA,2,96
2019,6,F4,PAIN,1,1
2019,6,F4,PLCO,1,22
2019,6,F4,POMA,1,86
2019,6,F5,CHFU,3,252
2019,6,F5,HOMA,1,12
2019,6,F5,LEMA,6,288
2019,6,F5,PAIN,1,1
2019,6,F5,PLCO,1,22
2019,6,F6,CHFU,2,168
2019,6,F6,HOMA,1,12
2019,6,F6,LEMA,3,144
2019,6,F6,PAIN,1,1
2019,7,A1,BEMA,6,24
2019,7,A1,CETE,4,1352
2019,7,A1,CHFU,6,504
2019,7,A1,LEMA,6,288
2019,7,A1,MESU,500,1000
2019,7,A1,PAIN,1,1
2019,7,A1,POMA,1,86
2019,7,A1,PUPA,15,1350
2019,7,A1,SASO,5,10
2019,7,A1,SCLA,1,24
2019,7,A1,SPRU,50,4200
2019,7,A2,BEMA,12,48
2019,7,A2,CETE,7,2366
2019,7,A2,CHFU,8,672
2019,7,A2,HOMA,1,12
2019,7,A2,LEMA,4,192
2019,7,A2,PAIN,1,1
2019,7,A2,POMA,1,86
2019,7,A2,PUPA,10,900
2019,7,A2,SASO,5,10
2019,7,A2,SPRU,70,5880
2019,7,A3,BEMA,30,120
2019,7,A3,CHFU,4,336
2019,7,A3,LEMA,5,240
2019,7,A3,POMA,1,86
2019,7,A3,SASO,5,10
2019,7,A3,SPRU,60,5040
2019,7,A4,BEMA,40,160
2019,7,A4,CETE,12,4056
2019,7,A4,CHFU,4,336
2019,7,A4,LEMA,5,240
2019,7,A4,MESU,500,1000
2019,7,A4,PAIN,1,1
2019,7,A4,POMA,1,86
2019,7,A4,PUPA,15,1350
2019,7,A4,SASO,10,20
2019,7,A4,SOAS,9,405
2019,7,A4,SPRU,90,7560
2019,7,A5,BEMA,20,80
2019,7,A5,CETE,21,7098
2019,7,A5,CHFU,6,504
2019,7,A5,LEMA,6,288
2019,7,A5,PAIN,1,1
2019,7,A5,POMA,1,86
2019,7,A5,PUPA,24,2160
2019,7,A5,SASO,15,30
2019,7,A5,SOAS,6,270
2019,7,A5,SPRU,50,4200
2019,7,A6,BEMA,20,80
2019,7,A6,CETE,11,3718
2019,7,A6,CHFU,6,504
2019,7,A6,LEMA,10,480
2019,7,A6,MESU,240,480
2019,7,A6,PAIN,1,1
2019,7,A6,POMA,1,86
2019,7,A6,PUPA,20,1800
2019,7,A6,SASO,15,30
2019,7,A6,SCLA,2,48
2019,7,A6,SOAS,8,360
2019,7,A6,SPRU,60,5040
2019,7,B1,BEMA,15,60
2019,7,B1,CHFU,15,1260
2019,7,B1,LEMA,4,192
2019,7,B1,MESU,160,320
2019,7,B1,POMA,1,86
2019,7,B1,PUPA,8,720
2019,7,B1,SASO,2,4
2019,7,B1,SCLA,1,24
2019,7,B1,SOAS,7,315
2019,7,B1,SPRU,50,4200
2019,7,B2,BEMA,15,60
2019,7,B2,CHFU,8,672
2019,7,B2,LEMA,6,288
2019,7,B2,MESU,280,560
2019,7,B2,PAIN,1,1
2019,7,B2,POMA,1,86
2019,7,B2,SASO,2,4
2019,7,B2,SOAS,8,360
2019,7,B2,SPRU,40,3360
2019,7,B3,BEMA,10,40
2019,7,B3,LEMA,4,192
2019,7,B3,PAIN,1,1
2019,7,B3,POMA,1,86
2019,7,B3,SASO,2,4
2019,7,B3,SPRU,50,4200
2019,7,B4,BEMA,40,160
2019,7,B4,CETE,16,5408
2019,7,B4,CHFU,12,1008
2019,7,B4,LEMA,7,336
2019,7,B4,MESU,360,720
2019,7,B4,POMA,1,86
2019,7,B4,PUPA,11,990
2019,7,B4,SASO,2,4
2019,7,B4,SCLA,2,48
2019,7,B4,SOAS,10,450
2019,7,B4,SPRU,40,3360
2019,7,B5,BEMA,20,80
2019,7,B5,CETE,7,2366
2019,7,B5,CHFU,9,756
2019,7,B5,LEMA,5,240
2019,7,B5,MESU,200,400
2019,7,B5,PAIN,1,1
2019,7,B5,POMA,1,86
2019,7,B5,PUPA,9,810
2019,7,B5,SASO,15,30
2019,7,B5,SOAS,6,270
2019,7,B5,SPRU,50,4200
2019,7,B6,BEMA,10,40
2019,7,B6,CETE,6,2028
2019,7,B6,CHFU,6,504
2019,7,B6,CHMI,50,2750
2019,7,B6,HOMA,1,12
2019,7,B6,LEMA,5,240
2019,7,B6,PAIN,1,1
2019,7,B6,POMA,1,86
2019,7,B6,PUPA,12,1080
2019,7,B6,SASO,40,80
2019,7,B6,SOAS,4,180
2019,7,B6,SPRU,40,3360
2019,7,C1,BEMA,25,100
2019,7,C1,CETE,12,4056
2019,7,C1,CHFU,6,504
2019,7,C1,LEMA,7,336
2019,7,C1,PAIN,1,1
2019,7,C1,POMA,1,86
2019,7,C1,POMO,1,61
2019,7,C1,PUPA,15,1350
2019,7,C1,SASO,5,10
2019,7,C1,SCLA,1,24
2019,7,C1,SOAS,12,540
2019,7,C1,SPRU,30,2520
2019,7,C2,BEMA,60,240
2019,7,C2,CETE,10,3380
2019,7,C2,CHFU,5,420
2019,7,C2,LEMA,6,288
2019,7,C2,POMA,1,86
2019,7,C2,SASO,5,10
2019,7,C2,SPRU,50,4200
2019,7,C3,BEMA,25,100
2019,7,C3,CETE,10,3380
2019,7,C3,CHFU,14,1176
2019,7,C3,LEMA,9,432
2019,7,C3,POMA,1,86
2019,7,C3,PUPA,12,1080
2019,7,C3,SASO,8,16
2019,7,C3,SPRU,30,2520
2019,7,C4,BEMA,40,160
2019,7,C4,CETE,7,2366
2019,7,C4,CHFU,4,336
2019,7,C4,LEMA,7,336
2019,7,C4,POMA,1,86
2019,7,C4,POMO,1,61
2019,7,C4,PUPA,5,450
2019,7,C4,SASO,5,10
2019,7,C4,SOAS,7,315
2019,7,C4,SPRU,60,5040
2019,7,C5,BEMA,60,240
2019,7,C5,CETE,12,4056
2019,7,C5,CHFU,4,336
2019,7,C5,LEMA,6,288
2019,7,C5,MESU,240,480
2019,7,C5,POMA,1,86
2019,7,C5,PUPA,14,1260
2019,7,C5,SASO,15,30
2019,7,C5,SOAS,15,675
2019,7,C5,SPRU,50,4200
2019,7,C6,BEMA,40,160
2019,7,C6,CETE,6,2028
2019,7,C6,CHFU,9,756
2019,7,C6,LEMA,5,240
2019,7,C6,MESU,280,560
2019,7,C6,POMA,1,86
2019,7,C6,PUPA,22,1980
2019,7,C6,SASO,10,20
2019,7,C6,SCLA,1,24
2019,7,C6,SOAS,5,225
2019,7,C6,SPRU,70,5880
2019,7,D1,BEMA,40,160
2019,7,D1,CHFU,8,672
2019,7,D1,LEMA,5,240
2019,7,D1,POMA,1,86
2019,7,D1,SASO,5,10
2019,7,D1,SPRU,40,3360
2019,7,D2,BEMA,30,120
2019,7,D2,CETE,8,2704
2019,7,D2,LEMA,2,96
2019,7,D2,PAIN,1,1
2019,7,D2,POMA,1,86
2019,7,D2,SASO,5,10
2019,7,D3,BEMA,40,160
2019,7,D3,CHFU,7,588
2019,7,D3,LEMA,7,336
2019,7,D3,POMA,1,86
2019,7,D3,POMO,1,61
2019,7,D3,PUPA,6,540
2019,7,D3,SASO,10,20
2019,7,D3,SCLA,1,24
2019,7,D3,SOAS,9,405
2019,7,D3,SPRU,50,4200
2019,7,D4,BEMA,60,240
2019,7,D4,CHFU,10,840
2019,7,D4,LEMA,5,240
2019,7,D4,PAIN,1,1
2019,7,D4,POMA,1,86
2019,7,D4,PUPA,14,1260
2019,7,D4,SASO,15,30
2019,7,D4,SOAS,7,315
2019,7,D4,SPRU,40,3360
2019,7,D5,BEMA,50,200
2019,7,D5,CETE,9,3042
2019,7,D5,CHFU,12,1008
2019,7,D5,LEMA,6,288
2019,7,D5,MESU,200,400
2019,7,D5,PAIN,1,1
2019,7,D5,POMA,1,86
2019,7,D5,PUPA,17,1530
2019,7,D5,SASO,10,20
2019,7,D5,SOAS,12,540
2019,7,D5,SPRU,60,5040
2019,7,D6,BEMA,40,160
2019,7,D6,CETE,11,3718
2019,7,D6,CHFU,8,672
2019,7,D6,LEMA,3,144
2019,7,D6,POMA,1,86
2019,7,D6,PUPA,21,1890
2019,7,D6,SASO,5,10
2019,7,D6,SOAS,18,810
2019,7,E1,BEMA,60,240
2019,7,E1,CHFU,1,84
2019,7,E1,POMA,1,86
2019,7,E1,SASO,5,10
2019,7,E1,SPRU,70,5880
2019,7,E2,BEMA,40,160
2019,7,E2,CETE,12,4056
2019,7,E2,CHFU,3,252
2019,7,E2,LEMA,5,240
2019,7,E2,POMA,1,86
2019,7,E2,SASO,5,10
2019,7,E2,SPRU,60,5040
2019,7,E3,BEMA,15,60
2019,7,E3,CETE,9,3042
2019,7,E3,CHFU,5,420
2019,7,E3,LEMA,6,288
2019,7,E3,PAIN,1,1
2019,7,E3,POMA,1,86
2019,7,E3,PUPA,16,1440
2019,7,E3,SASO,5,10
2019,7,E3,SOAS,5,225
2019,7,E3,SPRU,60,5040
2019,7,E4,BEMA,20,80
2019,7,E4,CETE,8,2704
2019,7,E4,CHFU,7,588
2019,7,E4,LEMA,5,240
2019,7,E4,MESU,200,400
2019,7,E4,PAIN,1,1
2019,7,E4,POMA,1,86
2019,7,E4,PUPA,7,630
2019,7,E4,SASO,5,10
2019,7,E4,SOAS,5,225
2019,7,E4,SPRU,40,3360
2019,7,E5,BEMA,30,120
2019,7,E5,CETE,9,3042
